2000 100000
176 942 768
1588 522 477
1547 1459 692
1605 1217 389
1744 1019 816
1536 52 362
1646 1394 868
1856 799 872
1581 748 386
1008 1134 524
703 1414 729
590 1142 970
1675 1006 750
98 1892 111
1248 1098 700
1997 907 949
801 1989 889
423 316 76
1428 1444 123
976 1388 670
1220 1032 932
1327 276 796
160 542 203
1949 842 145
257 1342 708
1317 1896 184
924 1925 142
384 137 163
280 689 406
1837 1697 634
464 122 267
1440 1161 271
1145 1251 636
404 900 885
0 850 143
685 1658 254
473 761 928
998 53 408
479 546 388
1637 836 391
1256 330 801
1729 1838 674
607 776 450
146 436 460
196 231 800
1844 639 19
601 1685 732
694 1232 823
364 1844 514
1207 612 137
1127 1397 362
960 417 266
1091 793 409
285 486 780
164 1894 702
1311 53 261
1874 555 92
1816 1519 676
103 884 70
942 1839 742
1153 1445 157
201 670 838
1596 558 389
1838 966 719
807 933 878
159 798 469
304 540 913
1196 784 747
1844 544 306
1384 1020 735
129 1733 882
694 1945 332
874 1882 422
1742 30 510
719 1476 681
668 138 888
398 1445 223
910 1026 206
1203 1751 40
362 1634 555
1206 1331 615
12 1761 513
1183 637 818
1559 801 965
1864 1366 664
669 584 37
1926 1516 791
655 880 191
1434 1994 836
248 197 380
712 1210 615
1712 17 436
902 1590 569
1485 1867 438
1270 595 211
1816 644 260
1613 746 484
560 1330 104
1449 151 890
1564 1165 809
688 620 462
105 1422 773
782 1259 960
47 132 425
724 83 211
389 625 590
240 1698 855
760 1323 10
856 1119 989
741 543 76
188 1386 470
1502 1461 337
1819 1684 670
561 1196 259
1850 1703 275
1141 1902 69
1209 1257 250
1616 549 170
253 166 54
1560 1948 10
1335 765 53
1999 461 842
811 1744 173
277 631 525
108 953 837
1169 1590 338
490 504 315
1322 442 41
1660 1808 830
1708 1668 735
1268 1817 831
903 1896 775
1237 566 524
944 157 720
243 322 450
1296 1066 341
437 1833 474
1691 478 456
912 1032 913
1448 1555 989
1132 1805 927
1764 645 326
1668 1029 612
589 1598 98
1148 1823 304
117 756 920
1758 488 65
1289 1921 350
1014 1656 898
372 1211 215
1443 1338 623
1784 558 16
693 813 461
1465 1889 95
325 343 770
1287 1469 632
567 1566 492
1490 687 70
1340 1616 33
1757 1901 636
1045 1409 522
500 1963 168
1068 1182 935
978 529 214
1714 625 385
1995 85 293
1822 11 135
530 1075 174
1954 216 56
887 1817 643
964 87 100
1003 748 256
1254 1673 336
1183 46 420
939 1450 700
513 1773 765
1998 682 783
283 1217 690
436 794 264
366 1474 288
796 879 108
1685 1868 161
78 1709 916
1873 1025 318
1138 1659 626
575 1113 874
1407 87 672
1830 1634 919
657 462 880
623 1473 539
1395 726 480
428 16 889
802 1684 714
1041 60 759
1335 351 608
1985 1816 993
1764 1302 222
1594 1478 464
1238 1671 753
586 601 758
883 1245 28
1879 528 815
209 34 263
1525 1692 151
637 1499 597
600 300 909
235 857 886
1627 700 366
557 201 482
514 743 858
1833 1010 835
1397 294 633
1430 61 346
721 237 176
275 581 585
723 1621 377
1586 165 872
359 862 422
1847 383 570
1988 1199 128
1316 266 510
583 1093 288
1845 1497 92
1805 328 56
1366 153 127
364 1531 50
1694 1825 72
678 1797 489
282 68 23
1237 989 903
216 1729 492
346 78 721
419 1896 695
178 1256 831
1457 661 794
1739 904 647
1604 1655 705
249 726 884
13 1377 448
806 1260 356
219 792 609
1315 967 188
1271 987 971
417 670 961
1230 953 936
639 1935 966
890 1080 90
1104 244 293
1794 1359 913
36 989 836
490 1091 366
1852 1985 529
826 1517 189
523 1329 507
1456 1785 79
837 75 898
1457 1054 557
448 119 989
454 826 252
781 1891 60
810 1065 592
1921 812 245
364 180 699
710 171 858
129 579 454
676 1604 658
1776 890 442
32 1088 379
1251 622 780
490 1843 544
176 148 415
436 1856 978
789 1428 999
1429 881 990
804 391 443
1421 664 92
292 638 408
1581 1855 920
1340 1617 765
514 7 702
963 559 882
1548 1264 93
1833 752 936
259 1375 937
1156 1421 16
432 1557 211
1439 1257 570
279 799 385
402 1845 992
99 576 517
454 1498 112
20 399 22
605 1872 200
654 544 433
227 919 338
1804 1406 270
1210 1861 900
686 1081 998
1698 511 62
89 1610 867
335 1051 730
978 1711 961
1291 1341 12
1575 396 138
377 1842 786
657 430 936
231 1892 608
1887 1252 305
1596 1316 619
1332 476 34
1844 1044 343
224 104 561
565 390 280
886 1571 838
1156 1188 527
479 1044 699
1233 1539 54
1716 897 902
1949 318 779
23 527 342
518 1479 436
375 179 50
1027 1385 921
1780 1556 218
287 512 632
1580 1587 546
1416 215 534
291 1914 294
832 1151 646
1329 982 692
1229 239 50
354 763 202
278 1133 468
780 867 193
1902 1999 593
1991 100 755
41 1211 957
526 0 450
24 1892 603
1318 834 466
1591 144 790
694 379 737
1472 1799 931
574 260 76
1437 1964 376
534 1540 344
921 1894 485
115 1055 304
1558 595 198
58 1609 969
1323 188 357
125 1970 616
639 1056 69
1036 1678 440
509 366 623
315 1600 79
919 50 134
1804 741 934
1762 651 394
857 842 598
1334 1831 499
1942 821 629
1772 1272 930
1482 1472 477
754 1379 250
258 98 69
342 1704 507
1318 320 360
1452 624 826
1930 741 140
1558 1628 258
717 952 763
687 629 130
1966 719 949
1288 1291 155
1405 1632 934
404 1243 389
1826 789 996
987 1586 582
168 916 510
729 609 418
403 1764 767
1926 1688 750
256 127 571
993 1119 636
1602 1443 490
1756 128 466
528 1653 552
1133 1493 969
218 10 998
1799 1205 558
1230 1625 17
240 1935 325
331 826 238
44 254 693
1530 1492 588
817 940 536
450 8 536
134 1001 916
940 1378 942
1727 1057 689
329 770 264
102 1580 948
265 1129 225
1897 755 456
1674 1521 881
46 420 184
595 1361 985
1004 1030 187
141 1073 558
1017 421 699
471 1907 367
1282 351 800
1180 998 896
1650 111 908
700 714 247
1491 93 903
165 1244 230
1858 153 691
1257 1714 313
1501 725 439
1426 807 511
1166 1144 751
1608 57 266
1873 466 147
557 1062 663
571 818 294
348 504 430
1848 68 704
1883 1273 719
1854 1191 610
262 1454 294
1890 831 325
1967 652 384
413 460 731
1328 288 910
179 1628 971
1429 17 466
1742 1707 209
1873 533 943
510 405 172
1987 186 812
7 81 980
1751 1864 138
1130 1058 874
330 885 549
1104 1416 397
70 1528 13
133 1251 591
475 400 627
1529 795 533
1037 633 502
719 1851 429
156 1099 418
1027 4 490
398 1655 156
259 410 222
573 1576 303
263 1180 665
1683 576 541
629 168 249
1988 833 788
1416 75 658
1219 1167 717
1409 217 717
1203 39 432
954 490 49
221 1263 389
313 779 20
1670 346 801
996 839 476
1258 768 118
424 1632 738
450 1767 927
1040 636 614
1656 567 147
804 259 491
1526 1157 377
1273 299 843
10 1145 607
1570 1354 740
479 1803 513
913 109 99
1154 1565 577
1775 779 148
1890 148 404
1561 14 984
1562 968 597
825 1504 131
751 1603 632
1247 900 312
271 1564 99
152 1448 514
651 230 939
1936 1409 597
951 63 309
1375 321 959
289 118 111
1530 537 878
1403 1084 615
836 503 927
939 1660 70
1923 1270 434
270 1802 240
1867 1516 630
1764 1420 951
956 1146 221
151 923 862
716 1825 202
1994 993 737
258 1152 366
884 327 221
1156 141 43
66 951 877
283 1007 420
1070 495 826
893 1342 307
381 325 859
833 1940 71
650 1728 903
693 909 614
1190 248 243
880 754 870
123 318 934
5 939 312
1718 1952 316
699 2 548
845 237 340
1484 1005 528
1613 937 410
385 33 915
640 944 24
210 798 107
6 49 378
510 336 246
95 660 215
98 432 476
1310 851 415
406 836 966
1216 1873 889
1250 633 121
1115 239 751
765 512 407
221 1072 895
1374 1833 305
686 1429 801
1070 1802 586
781 612 892
557 1917 366
1045 1761 216
1255 1883 836
1115 451 84
1592 733 416
87 921 648
1599 1869 557
1125 283 861
1610 1784 538
1036 323 634
1804 1308 635
868 1794 149
266 252 890
1806 1140 513
851 1822 566
361 324 944
431 1324 795
1880 1763 691
1546 624 984
300 1371 629
1442 1598 615
1825 1296 677
1186 1431 953
198 298 851
562 1241 731
1998 1705 425
1979 1532 897
270 288 520
1998 136 403
1267 574 238
945 1354 41
533 846 431
619 355 624
987 1324 212
714 1867 956
85 1632 371
1584 1472 482
771 474 540
429 213 597
1452 295 717
1246 711 754
386 229 685
78 1569 331
238 887 94
683 1854 929
1930 661 162
1692 18 847
1699 907 248
1769 10 127
932 828 980
845 321 706
1361 1824 322
681 1463 630
430 692 961
1202 1026 428
1292 1001 647
480 1939 539
265 875 369
951 1895 537
69 327 239
573 1113 27
855 61 317
797 1753 334
1947 856 759
230 664 822
1686 1337 966
1896 1558 694
352 29 400
800 861 570
1768 1366 890
389 1807 407
1465 1153 369
1056 1554 848
847 1546 532
883 570 857
965 753 837
1831 853 625
1157 1075 473
313 1789 450
946 1028 104
263 855 223
981 1240 806
1358 1555 604
1878 1023 774
1889 374 156
1016 1107 282
1783 224 707
577 1951 711
1038 329 739
534 1867 386
815 907 754
917 966 464
272 358 578
1084 918 417
334 1737 525
1632 752 846
645 1588 152
1208 35 547
1051 771 355
28 252 847
1210 811 444
334 1879 53
1761 875 70
1138 1194 813
215 604 329
1430 640 829
14 273 367
1760 1198 833
859 870 595
1865 205 813
437 698 227
850 727 682
271 908 169
425 695 776
278 358 81
1391 1414 605
34 482 607
684 646 740
1818 889 691
727 991 513
365 1393 305
1571 1433 153
289 1462 149
1195 79 558
728 920 132
1108 1412 193
1109 593 515
1708 1008 456
709 620 972
881 1242 598
1778 1743 580
946 63 54
1412 1193 325
281 323 796
1205 1128 80
672 1220 825
794 240 57
1789 1431 351
1930 1259 460
503 1653 504
1197 1058 967
1204 707 84
473 1754 133
8 323 833
73 666 133
1085 230 371
1436 388 472
1533 954 787
1024 1004 234
1936 867 407
46 1046 662
1464 1950 208
1426 1744 151
1534 1299 235
17 1126 510
925 97 78
130 563 814
390 439 290
721 222 536
1967 792 278
1541 1088 559
416 138 372
1759 650 297
126 521 712
324 1078 564
203 175 812
412 1187 980
1603 1494 878
1184 1348 139
1376 1873 818
503 1957 115
1074 1359 461
262 658 925
151 637 98
1066 1278 900
1793 1958 197
744 1619 926
1173 141 252
101 1807 68
1989 1346 222
1523 765 311
1830 504 732
70 215 961
924 832 154
1220 1386 858
390 545 11
1492 554 389
1711 229 617
1044 1880 443
1872 81 579
217 1920 69
730 351 176
615 1379 795
941 340 926
1284 1381 816
1011 573 96
1841 889 379
1927 1546 613
1918 357 96
1378 1525 671
1531 706 908
671 1521 732
545 587 286
1322 1243 819
1670 575 705
1621 1439 909
1552 224 924
1854 1533 145
1601 1783 662
1491 606 518
1601 1430 424
598 374 65
67 1511 284
1556 1561 948
589 724 914
265 137 858
1034 852 354
131 1576 232
1211 312 973
38 709 881
918 1917 419
981 1532 139
1295 582 479
1538 1306 49
1189 1284 442
244 145 585
1074 1835 478
1773 190 809
1690 933 931
1403 308 276
1238 851 583
465 1065 291
1298 1344 445
704 1002 51
779 86 134
242 1973 123
689 1508 55
1834 1015 620
1569 1800 183
1954 276 493
839 1306 106
818 904 394
1735 886 485
1847 973 354
1647 634 68
1667 927 634
1829 49 210
776 292 921
1722 1824 244
1748 839 654
625 881 975
1464 1356 334
1554 177 928
543 1411 51
1971 220 965
812 1015 28
55 1037 844
1428 1603 174
1110 422 713
1790 75 555
284 1274 608
309 1600 469
1821 1196 245
1483 442 496
1322 1938 386
731 723 464
1303 450 895
885 284 853
553 1745 763
1966 1630 371
783 1326 306
688 1361 337
371 149 53
711 1523 730
247 943 564
1033 707 33
1423 1105 931
1499 696 530
1558 597 407
457 1145 469
1180 793 179
1539 1480 835
1682 510 41
1811 746 875
1366 1365 212
742 1876 520
1844 626 941
1293 63 901
140 953 371
122 1953 870
78 88 55
670 1247 457
969 1209 225
1423 1152 703
1620 1040 836
1588 1696 677
249 690 972
982 1022 747
1521 1576 330
1314 369 812
1658 1835 265
1727 705 761
973 1152 486
58 1442 971
755 1595 749
154 486 120
1337 653 802
984 1960 857
1281 953 470
1866 457 178
421 1782 613
766 954 731
1516 1573 935
66 748 782
650 339 381
1098 1656 560
1768 1096 682
620 1713 415
1421 974 211
121 643 377
1384 970 752
1886 459 867
1203 423 836
588 1734 543
1318 1174 504
68 1484 584
1870 683 987
59 771 831
1914 868 689
1327 820 417
432 53 562
582 1186 610
300 231 898
406 125 168
208 876 261
1777 830 199
1403 1065 785
509 1566 617
1851 298 75
489 1733 348
975 1913 137
1762 622 263
33 855 692
1195 1229 987
199 1329 606
223 1769 874
1776 1010 491
1409 1258 651
1951 1828 230
1300 132 327
173 277 434
1321 204 440
171 240 611
741 1547 788
30 1530 523
439 1786 90
1607 1006 462
858 1876 205
1292 87 105
616 416 574
520 1815 928
1271 788 673
788 1461 482
629 1375 748
333 1609 140
785 1526 776
1665 160 244
1599 0 436
531 1189 60
1230 621 41
417 1882 726
1641 0 261
634 1375 765
857 260 283
519 1364 778
210 1534 732
815 127 772
1835 1294 561
832 861 640
762 1378 606
1550 1009 348
1954 1465 489
1442 1110 968
443 237 634
196 182 504
825 400 975
870 1341 981
1962 1911 115
10 1634 925
323 1256 721
1210 1543 422
1290 940 677
1974 1452 150
1195 289 296
1933 1487 915
1613 828 833
848 1244 463
417 744 904
803 1170 58
623 909 609
1708 1575 547
1193 1347 114
797 1992 136
1759 606 884
1283 828 559
1336 1800 823
1108 1876 965
656 102 149
1621 1869 90
882 32 517
262 1039 194
1048 655 488
1641 1233 455
1553 1550 726
590 1516 265
466 1235 788
1580 1535 70
997 306 88
1511 1370 122
1135 1348 620
1390 551 888
1280 1114 517
1520 1062 160
1928 842 154
1759 1486 813
1305 1806 277
531 1290 349
543 1728 470
1098 1845 795
1901 229 844
1540 1171 880
650 1392 980
1576 824 700
1643 790 155
323 1192 950
1107 651 361
1437 1080 423
1096 1951 698
161 1431 913
1117 1064 314
1290 1991 847
1848 239 708
790 1271 262
41 808 462
1064 1419 459
169 271 288
1421 1980 549
909 1786 905
96 619 874
104 390 622
944 47 61
1172 1636 493
437 871 547
9 1816 198
1157 799 603
1207 336 618
404 1378 304
1168 1540 975
1334 1594 501
1133 329 218
1257 6 926
1153 1288 464
785 431 310
1251 1157 224
1863 1413 674
1852 839 820
1991 708 354
879 1072 644
571 1696 61
82 889 827
1789 1547 114
1284 778 613
590 1236 745
567 594 370
191 494 293
709 1973 22
1031 1490 584
1431 1058 395
1232 1244 570
805 1046 671
1336 1503 842
709 1463 990
660 672 956
1724 1010 680
1073 1652 702
1223 724 797
372 1875 900
1396 1778 307
746 1685 721
701 945 996
190 835 664
705 1988 590
458 492 146
1341 1148 113
971 432 977
1145 722 124
426 506 297
1778 1884 536
1230 830 51
840 882 712
490 1433 87
180 1452 124
937 491 482
439 75 476
1065 353 231
1303 1328 346
1827 381 616
110 935 51
233 1783 707
1293 1169 52
1565 851 916
1182 70 828
1170 511 20
1056 796 131
725 1704 902
1681 1986 30
297 1976 792
962 1013 225
941 137 264
115 798 31
709 106 17
852 1695 292
1338 922 959
916 1254 573
1530 1520 373
1939 1144 932
1156 1665 792
1982 103 706
437 545 797
637 312 409
246 1668 773
1032 1143 356
305 313 200
1222 888 227
1478 545 590
433 916 191
1711 1355 148
288 1462 805
1671 115 462
18 835 630
739 1659 337
1320 1809 827
767 546 635
362 1992 955
259 415 772
301 1749 698
1976 179 449
1131 1512 760
1580 1090 359
1582 746 561
807 769 470
252 769 229
776 1020 802
1160 1270 18
771 486 902
1308 1151 949
243 189 361
884 691 847
1147 872 731
636 1063 241
1731 1988 854
1052 238 414
1686 817 646
1548 1222 909
1215 1956 60
1565 1429 157
1481 1907 612
1809 1374 971
1939 782 768
765 1082 911
729 1054 89
544 138 55
1704 1932 270
9 51 465
1836 1772 427
357 581 900
955 44 852
1459 1508 121
1360 1618 758
1515 1313 811
1965 927 751
413 1173 953
1763 1595 41
1834 1639 320
752 1546 303
1653 373 320
470 1796 981
1006 1716 428
1724 622 135
1232 1902 141
1019 834 346
1521 1159 949
749 1786 391
673 774 943
404 915 962
1957 1841 847
1045 1553 558
1515 342 497
406 1783 11
1229 967 757
268 448 356
434 1511 557
971 214 920
1844 1919 387
1046 102 102
1599 526 758
1019 1770 825
861 691 926
1007 418 390
714 1013 299
886 1358 379
1881 992 872
83 1088 626
656 908 561
702 1865 590
1819 1172 102
1660 787 384
1718 46 346
435 1238 639
510 1630 629
1877 488 166
171 990 227
1933 765 962
1169 551 278
812 927 441
221 274 101
844 902 846
1656 595 590
415 71 857
275 167 218
766 612 35
75 329 747
602 397 54
468 1153 196
126 1453 653
851 215 709
650 790 397
917 1960 919
1598 1286 461
1263 1358 195
195 1016 847
1647 447 296
752 701 985
846 1860 754
1438 1876 186
144 1180 959
498 695 139
1928 800 604
451 1456 660
1018 511 868
788 1754 148
1353 1562 575
790 957 313
1807 1763 51
488 508 724
1488 1433 481
1357 1031 101
365 1454 133
417 1162 597
198 1967 415
708 691 584
1924 272 776
1302 1933 59
616 557 176
653 1494 224
751 1513 173
1757 1667 563
1298 1352 190
502 802 510
910 1037 673
596 1964 323
1474 1418 814
1384 218 672
936 745 236
570 697 50
94 1272 864
1521 1368 408
1545 1355 413
194 131 572
1395 553 364
1779 1149 532
667 1465 708
750 591 223
1516 59 674
1376 37 392
1749 993 877
377 366 93
417 1785 457
611 1567 317
610 911 219
306 98 102
296 314 343
1019 801 192
1668 1055 495
1364 977 319
1674 1423 270
343 1683 300
1262 1275 345
1118 1776 922
1963 993 204
1097 111 758
685 212 518
319 1791 928
1549 1054 258
995 223 560
1990 345 228
1709 302 932
238 1266 838
428 142 779
1423 171 346
1469 1939 680
1108 1424 398
843 1325 258
1830 97 688
42 1805 410
1977 1860 570
726 151 641
1518 1986 516
269 395 654
1586 529 693
1829 1416 546
81 378 921
470 1919 601
1336 939 685
1311 1641 47
342 822 848
842 653 942
760 494 920
937 118 742
1039 1000 985
990 30 734
143 535 788
972 1656 165
875 1242 825
1608 219 737
925 128 398
327 907 841
1491 746 325
945 1218 78
1158 59 142
311 625 297
1223 755 535
553 1213 43
862 163 714
893 888 55
727 495 820
49 1532 919
966 1530 754
1691 1279 109
1036 212 534
994 754 429
1743 1037 78
976 570 42
1212 1077 153
1324 1139 957
1088 1881 388
1824 1667 479
1602 1137 625
1492 546 389
267 1259 162
409 898 444
805 714 17
1719 1414 999
930 1849 427
1871 1085 148
792 454 143
939 236 293
369 1055 377
145 214 407
758 187 454
228 1527 71
1008 1900 187
1804 1905 759
58 703 139
304 636 998
374 295 609
1456 1538 893
1239 724 636
471 1547 315
79 1963 250
1943 1130 797
776 1041 311
971 1092 453
719 1496 365
1215 823 971
1673 109 479
436 1111 941
626 1906 527
1296 792 881
1365 1928 497
369 1429 132
640 684 467
416 244 780
326 468 85
1555 759 964
1014 1706 16
623 1177 328
1166 38 875
986 650 589
1579 1163 825
1209 605 706
1621 641 654
335 1809 287
743 1761 219
1019 1689 392
206 1206 444
823 1419 233
508 1804 447
1128 678 224
1523 491 303
1515 289 756
330 1404 773
535 1947 163
989 826 792
1919 1400 706
109 662 510
118 120 888
218 558 885
753 823 807
1771 182 91
799 50 352
1852 921 32
1798 400 174
1316 1202 795
650 110 734
1199 371 447
1825 1257 140
267 1614 669
908 1163 408
1340 1157 152
1654 305 697
1092 1666 273
807 224 470
1226 1591 773
1899 596 881
673 1501 702
1153 1440 149
1397 1931 15
598 1417 398
1509 953 986
483 899 989
407 1470 636
1427 110 52
1858 409 515
595 683 418
1818 1079 786
1304 631 641
644 1830 588
94 1506 230
535 38 929
1246 1755 783
226 1148 143
1895 931 805
1638 929 393
642 129 478
262 1172 146
1937 391 79
773 10 21
1580 1722 83
54 1381 79
557 1593 19
1194 39 31
979 1368 212
1813 1391 381
1179 697 419
1488 988 323
796 1259 871
118 19 401
1470 446 296
61 563 885
513 1777 253
1996 605 269
1053 350 516
621 1237 414
285 396 224
403 371 105
973 1252 129
910 77 496
1105 1037 377
1274 766 362
1726 292 407
439 14 793
841 936 332
1100 48 100
1470 1085 937
1141 326 256
1388 246 163
1524 1562 98
1131 1362 124
1045 1884 96
1667 813 563
1144 747 760
842 1642 10
582 750 308
1700 133 764
627 1961 379
1186 1375 196
1627 881 825
1335 442 217
1109 1220 712
41 1759 949
229 1199 168
696 559 707
1195 545 119
1041 701 940
620 43 617
1374 119 675
1732 175 905
1368 1282 323
1942 619 930
943 1241 891
1165 1648 938
1182 1277 286
369 597 231
104 130 929
1804 1436 730
1041 1782 572
1114 1903 371
1070 1430 102
1676 486 892
697 155 204
483 599 584
1733 1511 256
1521 1426 361
1162 321 423
1670 562 985
1188 749 421
884 1900 617
1132 118 914
966 226 935
784 591 132
191 86 920
222 1276 77
1021 1236 67
29 1880 230
186 600 560
814 522 852
258 1860 685
202 801 486
1255 124 600
1101 1634 395
1235 1641 729
980 1264 190
1379 1340 841
900 1232 134
1026 169 718
483 225 310
341 300 145
1355 731 840
876 1329 105
135 1020 193
1006 1986 699
1085 1602 812
1811 1640 974
207 553 274
287 1732 983
1281 760 278
988 531 756
944 65 781
1974 1918 210
1810 1142 194
1507 501 687
140 1578 333
282 1348 600
754 599 801
453 1528 710
675 341 113
25 961 42
1720 1418 385
780 862 401
1979 382 297
919 1327 217
323 81 437
486 1260 828
870 1941 28
1270 741 355
972 1359 201
224 1503 912
1989 1259 441
373 629 640
914 845 131
1878 1498 121
1977 591 115
1465 50 195
1023 406 588
1060 1364 982
765 1983 119
1808 1522 632
214 1298 741
1764 1225 982
1455 1963 343
1153 731 800
1295 1305 13
935 1378 91
999 303 879
1571 50 590
1780 1013 286
1675 1673 56
966 212 819
1316 1047 651
336 148 409
1512 1102 665
206 628 53
1126 8 128
1358 33 355
1053 378 645
1613 624 702
1365 195 185
1126 860 153
261 659 587
1799 1504 911
1007 448 436
779 912 892
1325 140 461
832 1571 244
1607 1656 159
1752 187 215
874 623 165
1049 441 544
1826 1619 43
1762 1916 479
85 1312 630
1672 250 996
1882 350 297
239 158 712
968 1201 307
1537 1107 811
807 1464 970
1716 1313 597
1473 422 806
1434 427 31
970 677 786
1433 1425 124
1471 489 406
1351 378 177
1124 1490 450
675 871 17
1970 1080 354
1031 756 698
1097 1786 626
705 340 664
1525 951 829
1708 281 206
424 252 85
1854 1268 30
288 697 204
1934 362 580
1292 449 343
1679 1902 541
934 1156 495
858 1584 126
871 328 443
251 464 279
1904 714 238
1340 994 323
1774 964 354
973 1176 934
257 1408 164
956 1403 703
921 1663 986
1117 731 51
1232 1317 655
1057 1578 283
1607 612 200
875 49 752
1498 386 174
262 1436 841
251 251 31
467 169 226
384 74 279
1756 1810 558
920 1101 118
862 1121 105
1921 704 871
1029 502 477
1643 1324 694
983 1910 200
1291 535 456
57 95 691
1471 1262 767
331 1953 632
1419 315 581
1359 1575 85
1596 811 766
429 1812 798
1929 241 346
615 1789 747
325 391 142
519 1787 376
1047 1569 845
1865 217 533
1558 821 709
632 463 46
1358 1138 894
66 1446 755
1274 946 686
1019 1268 118
707 1592 720
1851 1630 202
1284 1564 251
679 632 65
1057 1998 541
1565 516 120
684 328 347
276 891 928
173 1305 496
1184 1611 729
1500 227 835
884 1174 413
1801 1149 560
1848 1881 946
1335 239 77
446 407 415
329 1157 653
1265 1414 396
1557 1844 393
159 1751 671
1552 1553 745
1464 661 171
61 1039 726
948 1 368
70 1978 428
570 1877 730
1632 1764 535
1444 1844 457
1568 154 46
283 877 69
169 505 120
730 153 430
963 154 568
29 1020 146
122 302 510
1316 1726 879
1734 1623 276
528 1495 219
1451 1499 107
550 1395 395
1229 1103 602
551 1848 84
1026 1916 228
136 1708 525
1443 498 968
667 763 277
1459 989 820
523 567 323
217 1697 876
394 551 64
979 1645 390
1256 1804 770
723 690 727
975 937 953
132 1237 576
379 942 482
887 1196 78
214 1257 266
1828 418 776
1692 1945 149
1786 343 731
1720 521 392
1532 1573 594
98 1339 859
1314 1764 283
403 1180 405
464 468 38
405 1331 940
593 1866 908
1462 1982 194
749 808 927
1327 836 162
1114 1713 316
1256 1591 831
731 1720 865
1746 1919 492
1774 1663 357
292 1819 518
1205 1415 17
1463 1251 937
1398 412 858
1943 1035 465
879 1689 267
42 1493 22
1821 466 136
640 1160 177
1763 148 463
635 745 57
1500 1098 443
873 851 420
1021 1993 683
504 1266 276
231 111 369
649 1768 813
1728 172 380
843 1709 819
415 1433 228
748 1604 202
1798 420 165
1514 1981 614
1849 1328 818
917 505 795
502 1128 18
1470 1147 811
1681 35 887
1804 934 912
1249 1514 65
1048 276 323
216 1832 45
839 356 42
859 898 318
1590 1875 800
466 680 466
1845 697 762
1373 627 260
1176 702 395
1607 1998 373
707 997 856
1050 1177 718
796 318 828
1273 1007 167
612 87 316
1547 1842 537
241 1399 67
1760 290 184
48 1984 605
622 83 152
622 1898 891
1983 1845 758
1957 809 185
1498 120 335
854 1586 279
784 439 710
1417 1065 710
1522 1164 30
1791 764 806
1078 269 454
892 854 404
1276 1978 907
1715 1768 594
0 674 105
1387 372 321
1554 208 35
1565 831 617
1921 905 368
409 202 873
1499 1770 524
1011 1179 164
335 1850 372
1645 347 231
1979 905 528
944 297 263
1032 1848 712
1660 1769 808
1145 689 69
771 1349 583
519 1296 765
439 1010 954
1039 1727 114
1870 1485 939
1639 1819 377
449 254 312
1318 1886 913
1557 1668 653
1012 1485 200
1656 1780 670
1370 341 971
468 862 732
1313 1614 549
1366 1543 817
1444 789 816
929 1973 392
237 2 260
1366 1319 715
189 1162 626
679 22 553
634 1377 231
1293 1944 30
1373 1381 281
19 1516 872
1990 1566 605
1665 163 92
989 944 247
1384 577 756
671 1870 479
1932 42 839
650 1038 166
19 58 74
825 932 652
778 1252 352
180 254 429
1476 1240 886
985 1168 640
743 1737 454
1704 466 454
647 172 421
216 1881 256
1958 443 650
365 1702 164
1792 612 207
530 75 565
1214 120 675
234 1805 979
758 1656 241
1454 629 435
1471 866 288
803 1203 447
154 1832 152
1232 1442 611
833 1681 624
1318 235 691
217 632 723
1414 692 700
1248 719 600
1583 900 349
36 3 241
1563 247 841
1613 1433 892
1257 874 559
1551 1152 418
1121 845 772
1950 1405 948
1735 414 661
1858 466 194
1771 1425 554
1499 922 432
872 1800 447
1618 1985 427
788 1275 141
1779 795 364
277 1129 440
532 1905 867
390 876 882
247 1989 413
522 927 425
1615 930 358
1521 1825 753
722 502 994
433 1782 951
863 256 910
136 897 218
142 1816 287
989 119 908
541 1490 520
342 1605 459
462 1674 27
1013 765 562
1878 1631 285
1573 887 931
1554 1137 892
735 554 639
1064 824 956
466 694 630
312 888 65
694 1554 767
78 366 279
1515 378 504
1859 475 341
1430 301 609
543 1705 505
305 496 308
456 1936 525
950 286 427
775 1851 447
232 701 516
199 298 197
639 123 258
517 727 647
989 1939 444
1439 863 442
958 1482 677
664 1928 229
1030 384 833
1291 926 819
447 858 102
108 461 266
1213 1712 722
3 102 85
858 1816 196
947 659 737
905 464 941
861 1041 66
1491 705 999
863 508 954
245 891 391
41 1104 855
934 1545 76
279 214 828
656 500 883
735 664 356
1973 781 854
109 702 391
1981 84 789
907 1419 709
45 1655 509
1297 250 136
1253 485 76
1314 612 703
494 901 20
1404 848 365
1789 1853 770
1632 127 411
1255 181 347
1525 813 368
96 376 445
1410 117 720
755 844 72
1126 1555 93
622 243 582
376 323 137
764 930 110
1476 105 732
1577 1354 689
1095 255 272
1499 1682 853
449 514 815
928 1677 713
909 1647 907
1032 438 266
1566 1063 54
1526 1322 423
1992 1088 134
1350 158 45
1762 116 848
763 464 891
1190 1598 515
621 406 217
607 846 619
1756 1359 99
1987 510 897
520 1008 757
658 1502 999
933 346 651
1694 34 680
1257 1975 946
1745 1508 706
775 1531 120
1139 711 215
1869 1976 806
1950 1021 972
180 54 914
1024 1225 997
749 1903 391
801 155 894
942 187 730
912 1333 151
541 1190 427
1282 129 701
1309 1558 958
193 491 534
1194 1263 707
531 1526 243
1925 1173 783
458 722 745
