25000 24999
5557 3763 900
18407 2422 483
18386 3483 229
11219 4649 86
2320 4929 721
5119 553 877
17245 18364 303
23151 4027 63
4062 22223 336
23524 22095 773
21292 10625 810
24054 15023 256
22208 14814 74
20354 882 270
2328 3512 520
10776 11782 137
16664 18838 170
7007 16921 360
6272 21451 893
87 5069 82
14034 16440 386
4366 42 696
23141 15582 11
6076 771 652
9757 16999 825
13656 13093 468
24749 23558 841
2700 22960 159
9824 5911 83
754 8696 634
23753 17344 702
3196 23025 493
15324 6442 30
1491 3350 149
7078 20187 538
2230 18994 180
3761 6769 351
19528 17902 643
14208 20009 531
22026 6058 835
7420 13645 682
4245 16822 512
9613 13444 615
18278 7633 417
17776 10377 950
6373 1490 805
4094 11852 395
4881 14538 249
6502 4811 765
21556 1144 764
7131 24989 225
19546 13819 282
19803 7102 917
16996 5202 107
3315 14353 52
18071 929 539
7305 9992 46
13071 20045 526
23970 24292 86
2519 9967 588
15333 7468 188
328 14023 880
3298 13399 216
12909 23321 152
16149 5404 762
17406 7343 66
64 16665 173
24206 7853 929
14630 21448 699
17810 12285 131
19012 2517 266
11196 3035 289
24830 2418 850
20450 5696 177
17022 17232 346
3753 4002 748
18819 11035 616
21560 8738 528
23600 1534 950
4492 736 334
2304 8948 487
21444 20792 57
825 3696 345
11716 11809 422
15336 18240 885
1995 3427 146
12992 11433 870
22768 2916 609
8681 11060 634
18782 7715 328
3923 10446 70
4657 18454 993
18655 20181 91
5929 6659 776
790 1895 22
10906 23710 423
10637 13383 807
17112 12616 797
16723 12117 393
12328 3785 223
17347 1612 87
19173 15795 170
24290 24049 745
21570 19778 757
6815 19932 832
20495 18701 623
8101 1247 523
2822 16600 69
4682 9696 238
5677 10718 891
21637 23975 213
19270 10947 862
11840 5200 44
8060 19034 770
8822 9071 383
2684 23442 150
7104 3766 23
6759 15293 687
8975 7219 767
4579 9715 188
19367 10987 430
21269 5938 409
22341 22838 979
19760 16991 82
14016 12700 343
15188 24417 403
5156 1394 583
2744 14191 361
925 16152 36
8476 18077 211
572 4600 529
7966 9996 824
18021 9198 605
3315 18545 954
23469 8624 192
16908 15900 129
1612 8920 806
9135 12442 613
6966 11023 972
5148 4358 892
17952 7309 932
22514 14818 661
20731 23065 83
17536 7148 887
875 13400 613
17266 17788 243
13545 22852 60
19880 811 66
3909 5551 52
11396 1745 352
15001 13566 448
17527 6461 522
15393 19474 974
19634 16792 843
2512 17900 359
4945 3806 992
5332 8058 431
15372 7253 786
18158 13019 497
15355 3804 65
1964 19077 566
16146 8446 790
9888 9262 293
8082 8062 803
9362 9344 245
23613 12960 239
6245 7548 106
13626 9541 722
22611 20697 971
20285 16064 32
987 12753 782
13205 24368 53
19208 4830 160
10855 12523 59
5968 19040 317
4662 3988 748
9439 16150 905
19765 10329 353
19000 13422 433
15130 15545 592
24645 13139 726
14799 11944 398
169 6748 144
20610 13963 375
3585 16197 873
5935 23848 456
5236 18312 23
12159 6072 932
19704 23487 302
8565 19454 320
3508 8217 278
21451 5281 835
20419 206 55
15259 15176 530
5883 1847 743
4345 10290 609
6555 19729 912
9387 7160 691
6724 6994 956
13993 16659 103
5208 12950 342
12064 17533 67
15873 3916 780
14833 16569 688
2149 15525 888
7438 13312 920
12468 20746 966
3785 3810 699
22706 17987 323
2412 8015 120
7076 22178 697
19185 1356 733
14478 16371 100
3543 3303 871
4896 21685 401
22678 15748 467
4667 10077 63
3350 7843 10
11006 20554 224
23994 3237 885
18095 3291 509
2777 15463 971
3818 1517 157
23725 3409 109
7674 9846 61
5177 21888 325
450 24036 121
4546 12516 607
19095 1737 154
1032 5336 980
8008 16200 368
13017 14019 727
4050 1892 13
5466 2805 430
14057 7581 824
4798 13169 918
21189 9368 744
18444 19423 422
23025 13813 108
22011 18446 133
24640 20952 133
2637 23731 790
24690 405 428
4918 15265 902
21107 4687 665
19731 7267 490
8036 18047 74
22430 3351 409
24595 2225 658
12389 21092 273
592 17520 468
13400 23645 379
19115 17890 595
16135 22298 686
3056 9568 783
12691 3662 24
6406 19484 126
16051 8860 249
19247 24410 661
10217 18578 930
1126 15180 712
16730 15167 832
1472 12000 160
879 1651 624
23661 618 500
19757 8304 555
10000 6188 242
12969 11140 167
14389 9826 931
16550 12184 918
2711 20313 479
20973 18685 802
13081 5581 715
3547 20648 145
20040 5605 971
16419 3030 522
17097 8915 687
15023 18821 863
2682 22617 367
18095 15048 480
3987 10347 265
2411 23357 43
14984 23210 434
12368 13317 828
1372 6590 299
11683 22046 34
7815 5580 54
2448 8486 933
12145 21768 162
16771 17456 875
20298 3316 590
5358 13171 711
1003 15742 566
24726 6063 194
24723 14151 227
22425 1266 848
5541 11795 616
5679 6951 974
17445 6410 312
6950 16604 922
6474 24587 312
18688 22242 332
22378 1163 187
9412 23433 239
18634 12903 970
17265 15866 221
9316 18953 555
14146 21407 912
958 18523 801
1249 13575 59
12954 19063 964
15817 10341 690
11852 13747 510
4554 17827 543
5251 23367 288
21239 18986 574
4808 20193 120
9967 5930 213
412 18749 21
518 11552 561
21959 3567 922
12417 14558 943
2529 2804 842
17203 8487 739
6428 21599 787
18619 9651 761
9267 16689 520
19344 2555 303
6726 22030 217
823 18875 403
17256 5304 132
19992 7555 303
17282 10722 307
10293 744 297
18749 23936 291
10947 21442 187
5937 1567 384
12854 2101 314
22074 21885 257
2179 5231 129
6806 22769 620
10092 4349 1000
9696 12105 416
20277 21639 612
13950 21659 749
2539 16096 915
6245 22021 937
10725 22315 600
22245 552 504
6119 22640 292
20792 19085 459
3723 21761 480
10843 4595 988
9951 14839 915
12771 23770 553
12227 24628 723
2204 1613 747
10446 1968 278
12438 16789 251
4541 2986 169
17713 12579 381
8912 7617 17
9159 9837 242
6235 23236 373
21624 4888 920
24816 6712 313
23867 16997 520
10633 19264 258
17767 24911 346
17079 5114 915
4951 10340 54
15420 134 233
7607 7927 249
4441 9720 451
8548 14682 305
8016 5268 94
23601 17314 229
17123 8129 609
14459 19550 708
3507 2987 999
11410 23002 756
18385 1244 955
12605 16572 765
2040 19769 295
324 15603 777
17653 23441 115
11726 6960 59
2804 13794 200
15191 18187 463
24032 6671 507
19077 15480 165
1363 14384 532
8254 11371 184
15891 12614 976
8405 11918 915
9509 7470 20
14114 1874 219
1681 20400 126
18783 10887 799
8045 1807 972
2861 325 117
19059 16834 316
15045 15711 947
16515 23614 715
16228 23521 596
21715 15999 498
7039 2683 144
19309 15931 306
3950 21587 281
16972 10188 560
18838 2494 819
11593 12079 936
7440 20448 365
1838 9551 884
9378 16632 472
17560 531 763
10887 15120 258
18603 18629 813
17727 4611 529
5994 20790 570
12297 8002 215
12629 23606 302
3037 14361 490
10646 10866 617
9512 21515 416
16922 3736 433
24770 6158 177
24464 9963 258
5487 19741 937
562 6396 239
1247 12160 286
22046 5979 909
11847 24135 826
2618 15672 202
5000 23475 775
8626 14668 565
13930 18535 327
17720 23353 470
22100 11129 948
17123 15977 385
3950 7750 972
5281 713 214
16972 21137 73
790 17875 623
6736 13652 541
15418 3526 488
4395 6728 242
22895 20114 350
7162 24169 712
24640 6866 861
8572 6540 939
5228 4294 998
7280 18043 426
17391 19333 281
20190 14003 561
21146 7010 295
22985 10382 987
8636 22679 984
5401 19047 835
16603 15998 891
11773 17609 817
2257 18808 611
16958 5054 667
1266 2580 305
4150 16074 674
2905 14790 682
24707 10981 380
19977 18241 345
24292 15918 928
9253 6081 582
6903 5950 588
1332 4674 476
14716 11237 556
3313 596 102
10375 6189 553
22396 16409 369
22287 21695 679
2354 21201 843
4187 21884 251
18298 5582 420
24198 21750 732
20988 11604 799
14532 5512 720
3497 14336 298
18231 22641 178
13665 18029 119
4378 2874 572
20297 21783 884
11549 6271 704
15307 21970 713
22815 17467 302
18900 14888 117
20513 10250 619
12370 15660 901
13533 20888 651
17952 14782 67
961 3892 814
11692 11596 341
19379 15186 456
11834 1217 994
6079 377 693
9359 10713 433
16932 1625 897
7438 139 166
17456 1997 413
17108 2431 417
1264 6007 615
769 21544 436
18733 4827 778
5686 10317 962
2233 8513 47
6145 21196 365
24068 10246 332
12945 6821 329
5235 17255 458
20479 23650 741
15696 14022 392
23629 12293 698
19419 20706 559
4676 14373 627
18179 8959 725
1421 15592 731
15302 8303 589
21404 20129 629
42 14842 520
9022 3183 431
21765 2068 117
23972 10270 489
42 19527 416
6992 24944 635
18499 20262 369
7590 23518 457
19610 8298 458
13934 5220 834
8175 9866 64
14292 22416 936
21334 24084 480
7954 1583 423
11341 6405 122
7409 2810 537
985 4823 138
5498 22785 146
6245 20925 316
10083 22118 433
1651 16481 17
9455 2012 371
6206 7415 829
15 23771 34
8525 19801 833
19640 15973 984
17875 9394 53
6268 24905 511
13654 7919 352
14142 9709 384
23412 17268 134
10567 6270 577
14361 19722 337
4667 22988 467
6717 24455 384
9972 17860 482
5768 23457 612
7410 22744 514
1121 5017 390
11184 8122 927
3916 8084 867
18095 20168 784
14957 17455 518
17112 8675 676
5965 11891 271
20762 14913 157
13142 22012 568
21985 188 584
20740 18072 121
1373 179 807
5422 5743 454
15151 5366 69
7393 23086 213
24878 11414 917
1514 3301 217
5331 11968 997
21776 10980 528
19255 20920 89
9920 11787 557
16069 3837 429
19396 14230 825
13224 24382 619
10211 2077 579
10253 19480 993
23180 4333 327
8420 7227 231
9831 10190 98
7179 2014 958
11723 13726 980
21397 12955 43
18634 15845 842
10419 247 140
22077 2324 790
7400 1926 935
12776 5152 431
1230 20852 842
14815 4335 366
7039 14119 170
19719 2314 266
22230 3888 882
7984 3527 524
18278 2781 33
19636 2173 930
3881 16714 366
20189 10792 937
11552 868 938
5299 3694 408
5390 5143 967
22662 5339 298
14854 1008 262
20994 11835 549
10143 19335 753
16403 15455 470
6960 4958 796
7986 10365 505
3964 17208 142
2624 13734 511
4305 20950 694
21032 15371 282
22982 14386 288
15222 17420 375
10325 15786 974
8321 9531 516
703 14309 323
16690 5330 855
10855 4167 182
4332 15615 223
2914 3077 697
12306 1503 284
13224 1942 615
1821 7549 262
11974 16352 943
21552 17531 526
20157 15513 837
3526 16236 270
8408 13506 596
9769 7250 674
1491 24913 471
4936 22130 694
11654 10684 253
572 18909 333
11596 13728 365
12105 17117 984
1006 9315 184
8826 9196 638
11159 21007 802
17179 5214 29
8953 2675 868
1964 1785 458
21289 22334 306
10655 21779 961
3544 21620 868
6186 131 696
23001 16493 176
17627 4770 460
19361 9735 120
10930 20590 487
16392 1239 881
15700 15816 554
8206 12962 676
9180 16484 674
20993 12806 644
20883 7015 959
16723 13281 166
11851 8013 780
8209 20836 319
21126 2982 663
11136 11700 299
13970 11662 571
11626 19904 963
6396 17649 998
19056 1947 897
11164 20780 206
19031 9663 180
12669 16221 940
15718 4651 392
15448 3038 833
705 13175 777
21076 8020 949
701 23639 167
8175 9625 363
13459 24664 453
8608 13771 737
5831 20445 283
7077 21020 34
410 6329 15
19128 14219 962
11016 2607 878
11845 22651 366
7981 5061 452
22026 13727 892
1773 12150 699
15151 12032 312
4608 16843 292
22836 14774 946
4323 3108 879
4945 7365 265
6018 20156 844
11237 14227 423
8235 5095 136
10227 4310 324
22490 3401 683
16286 8462 293
18005 15318 114
20427 22751 353
12581 8973 565
9709 15428 831
15669 6139 395
8288 20881 396
21036 23447 201
4386 7377 723
23433 13925 517
13510 13729 46
18454 16722 367
16926 14927 29
16417 3198 282
1926 16291 530
22123 12025 859
3116 22764 846
17862 2267 458
22799 23347 137
11335 10147 351
18769 23642 160
18216 22603 761
6839 23942 584
17185 17459 953
19877 22251 455
11704 14807 664
24969 11288 929
16665 1043 854
2134 24002 306
4000 10917 561
10163 15944 236
20313 3271 103
3082 23527 364
22355 3465 923
15293 11366 669
14208 19262 477
19620 3660 400
9070 2270 669
5078 5250 893
3222 24154 693
16632 13090 882
6624 15889 568
16548 7081 13
2089 3431 992
14044 2773 867
13671 14396 463
15344 21763 859
9613 8744 679
16878 1076 773
20864 773 331
19047 23292 445
9858 11616 877
19311 2733 138
7918 12230 262
2703 14649 480
18629 9464 791
5381 11691 844
7267 10742 348
2421 7703 686
12389 2601 246
15193 18117 206
21198 15942 101
3055 4238 217
1008 18543 211
21453 21437 586
17372 17703 26
12909 6729 895
12095 13927 881
11352 3471 562
703 23120 380
17480 10789 861
11998 3551 76
14676 20895 510
2514 22198 599
4150 8831 907
22744 7714 244
8702 15538 348
9926 17874 328
18233 11330 60
22589 4947 312
14186 14610 475
1042 17891 395
12962 7638 179
4238 10777 392
8239 13419 97
2851 7538 535
16061 3934 33
14627 22939 418
11780 7695 657
16304 13417 65
3597 24217 745
4435 15572 522
637 12600 196
5547 661 476
16470 20246 939
16180 20319 904
7747 18792 49
20293 20718 136
4607 21263 22
17823 3952 975
14210 5693 388
8101 10969 157
16548 2395 280
19166 12576 175
19823 20851 871
2616 18779 158
23778 7005 633
23363 23418 185
2496 19972 91
10211 21065 922
10821 2915 973
2721 3285 172
10985 156 50
11160 6530 797
24228 2630 303
17481 2552 168
15764 1752 731
10480 21009 309
3487 24659 933
10420 4175 567
7898 22282 786
12806 11441 836
12597 2148 14
15490 18529 13
1421 7702 470
20527 24821 585
24402 20309 872
23505 1658 523
19173 108 737
23296 110 486
4119 10390 10
9897 12299 634
6990 2247 475
5713 13906 435
24932 8886 64
4607 11239 100
13566 19690 572
8982 16750 293
8913 19109 759
13734 21740 528
2557 3530 704
2448 16524 912
23664 19535 786
12151 10568 877
15129 6322 78
20063 13426 243
11597 19912 234
8535 9919 337
3486 2756 631
13920 7427 943
15110 21313 721
9920 12070 885
14424 7090 843
14222 14967 771
55 6606 878
10021 15044 259
7961 20857 892
6774 3554 914
20790 8010 14
12089 15834 382
18940 5145 197
22762 13548 760
16018 18584 130
16570 11957 999
2935 6871 647
9177 22261 753
6589 14501 748
21269 19269 854
18343 9341 928
13454 19305 103
16503 19993 518
6119 17819 128
11215 14359 467
18847 1140 19
16547 12727 96
2462 23589 336
21916 17960 788
6272 2891 583
15857 14954 860
2154 10265 769
18409 10120 139
16473 9089 20
13691 10208 124
15581 12777 989
22897 2600 827
5148 15879 378
19794 4099 57
411 4309 834
4067 15984 404
12095 18041 669
4656 20466 87
20661 5031 983
20554 3231 382
22253 23499 158
6174 13609 888
9164 4998 424
13970 17837 76
19704 4370 89
4967 4955 389
17830 16086 923
23122 3698 966
24976 1090 331
7902 15247 451
4674 20388 353
18158 18725 274
22240 5115 110
14820 832 147
3723 1916 875
13175 6755 870
19446 12713 644
16578 20165 304
982 2010 826
5226 6237 398
19206 12878 646
10763 18302 33
11886 4884 37
18594 14840 543
1461 17099 600
5937 10591 695
20034 6508 584
131 16851 909
14582 17919 247
16233 4783 761
13142 1436 962
24473 1952 320
16344 10865 668
4146 18859 309
11223 21384 386
15834 22427 776
21836 8103 648
17700 10090 390
13966 9078 371
11723 1621 921
23447 22170 66
22016 20478 561
7476 21071 341
5670 12386 340
8769 5739 716
19537 13404 632
7115 13679 713
3284 11007 875
2854 18007 926
24615 17601 577
17899 9724 965
19532 8619 590
3723 12026 331
18145 440 637
9475 10903 725
654 959 76
22315 24641 432
11293 14969 31
13469 22749 319
7190 13151 691
17776 14048 394
14825 4924 487
19334 19994 985
7714 5921 476
11207 13528 408
9646 10031 761
7693 17839 907
18181 14015 510
17560 7860 458
23470 23602 530
13093 23100 702
6510 22588 342
1303 8736 81
20674 16742 208
6016 10949 910
19148 1963 59
5404 14605 62
8113 13043 185
5983 10177 707
1656 8705 961
11389 2074 555
16153 12201 112
20804 8302 561
15918 13611 301
8220 5958 957
21451 20433 855
2005 4307 826
11810 3814 588
7607 17980 601
621 13119 145
5769 23129 794
19537 24147 336
3835 1208 796
20994 1655 577
16953 18707 303
19556 9240 70
13324 17728 619
6741 13199 320
17014 21998 845
21584 14469 780
19519 16807 698
14881 7727 789
24008 4926 26
5961 18266 842
24154 4522 887
4335 16555 478
8480 7684 437
12217 20902 603
23391 17664 724
23702 13471 520
15638 18573 481
4833 15169 639
2938 23015 370
14663 6363 27
1878 3068 804
1707 6228 166
4569 13226 20
1090 1330 890
13774 2926 479
6333 21478 841
24031 14773 647
23188 17080 786
4305 6039 75
18774 8005 969
24170 16805 877
3037 2244 930
4150 11464 283
10763 5195 70
19757 3444 137
11968 3670 506
2301 21255 86
13454 14251 615
9354 10730 565
20148 2400 145
2179 24563 439
1237 3045 93
23967 3743 515
11366 6692 661
12278 13080 732
4807 118 210
8321 17540 460
6781 17041 217
14565 12868 800
7527 7726 143
17899 8901 178
21515 3397 189
15891 4582 951
7773 5438 630
9029 12279 270
24105 5137 696
9430 12774 105
24188 15412 585
17285 2410 402
2213 15713 862
12760 14445 575
9808 20152 805
2327 7055 337
4459 24197 909
9750 9699 692
15854 24057 119
2517 19761 489
17830 4689 550
17783 10595 823
19374 4642 850
2981 12613 632
17728 2325 210
21808 18417 774
19229 24003 876
19280 4776 772
12533 23331 166
21655 23010 772
14966 3334 655
23026 11438 792
19175 956 709
2493 21935 466
837 4829 488
18584 2353 548
11762 7563 843
15463 1945 317
12523 1976 187
16332 11663 886
12605 18991 72
9603 2311 924
165 5342 428
3853 12830 493
2962 17820 40
8961 10392 335
6563 1158 668
11195 8266 875
10985 7880 904
13626 3100 335
8619 19145 204
11420 4959 409
9040 22984 182
21191 11486 118
20896 24289 820
5973 13723 172
8222 14281 115
14830 18249 495
3825 11063 382
14820 7873 504
10803 12320 601
14561 579 927
12777 13076 332
19063 13449 147
3035 94 857
20474 23964 874
13237 7678 423
292 22989 680
18909 16258 767
22530 10257 452
16554 10184 203
13688 20242 605
19638 24603 809
1690 19054 988
15513 16838 952
18464 20891 330
17304 14035 519
2143 23685 358
6788 12272 260
10177 22602 688
9532 13062 431
5961 3616 591
7303 18824 477
13324 3119 888
10147 12818 158
1931 4626 772
15713 824 526
9386 9547 779
11349 5552 915
17468 11563 149
5017 22593 354
11251 11826 787
17781 15830 371
8154 10950 31
4345 19133 73
11822 298 254
14663 5174 698
11084 20724 622
12999 575 261
16057 18937 633
6188 437 962
19480 8808 662
17126 1618 822
23718 2090 228
4903 14522 129
4926 7652 784
7880 12319 196
5339 17737 333
2405 6733 776
21225 1241 525
3220 20675 931
11968 8011 225
15278 8974 930
21032 4915 900
14811 4110 688
7934 13342 542
20927 14721 358
18006 17155 715
18525 18253 996
6084 21205 805
4651 9360 345
11749 12819 697
11420 13592 712
23166 20263 209
14360 18106 812
4646 16576 173
22476 11408 295
2811 10604 509
22341 15557 373
20560 12756 927
14021 23803 600
16183 24953 397
16612 2699 908
12084 23911 66
17730 23818 665
917 1605 88
2171 19630 168
4124 21803 451
7201 17759 686
5619 19422 658
6670 24929 318
14566 3138 538
20914 14785 418
15977 12594 109
23959 6437 343
12618 14355 117
1237 14542 830
24647 20475 420
19770 8282 119
16543 15558 296
1693 13288 272
4808 5052 877
11238 21609 418
4931 6856 545
1241 23784 481
8477 9049 736
4563 19065 627
8975 148 888
8963 17060 373
15593 10233 72
20225 12599 238
24262 7091 393
7833 9994 410
24947 19448 515
11238 21588 364
8225 23389 525
7558 2848 879
17528 15658 49
15584 22205 697
2431 4948 603
7968 20463 851
20836 24194 628
24657 20248 791
6474 11227 648
15044 10037 262
12516 20799 529
20242 15081 61
9332 21729 762
10581 2919 10
6110 12853 168
11976 18862 576
14186 5418 622
15894 23263 208
15480 21958 994
325 14975 874
7932 3645 637
853 20627 961
982 7623 551
3077 8558 400
15572 3901 302
12756 20898 745
24825 11512 228
2247 1122 80
2975 10747 944
14473 23042 575
21 2126 431
2479 21074 817
18939 14213 463
22852 7097 449
23469 20553 180
10270 6932 992
21700 21930 682
977 7246 838
20435 23024 443
5236 21965 204
18785 21607 342
18798 2065 412
7373 15899 981
22244 8618 635
2048 19894 208
15044 3106 856
4890 8708 994
14303 13720 166
7530 5711 279
16946 16490 714
14016 24621 890
22961 16046 619
18468 6392 317
18653 716 111
8450 20335 490
21075 13491 385
23001 16826 572
9174 22742 33
17041 10281 729
11975 6922 359
15525 1883 696
3770 16103 460
6812 24121 985
3351 2707 360
17004 11745 991
7063 23224 638
17817 5511 94
19004 4571 756
6298 24536 171
17531 17465 286
4435 18835 190
2044 18804 937
24455 16092 158
7597 16724 677
16061 16918 119
3919 18807 406
22113 19420 997
4245 21026 988
18051 23464 738
8095 7855 339
9961 8751 968
18843 23043 176
10454 12681 804
12145 17735 274
3955 4794 987
23191 1582 404
20960 14481 593
2022 3899 694
976 18755 554
23286 15578 771
21478 13010 564
13548 22970 220
15648 12033 255
20740 15239 307
10744 5046 602
17957 19404 884
6589 11927 713
8602 30 822
19457 12061 121
6249 19260 277
7091 5884 745
24812 15226 980
9996 13553 897
1136 2215 392
8103 11850 138
21197 23520 310
9663 2346 401
6428 12560 108
23167 24740 46
2600 2240 525
4706 8091 28
16784 8214 520
14855 2559 506
2783 7296 270
22988 22179 232
2378 8762 314
16957 16395 987
14617 14861 644
13417 414 916
3077 2610 399
4550 19984 147
12302 471 378
10129 15869 11
19769 8864 257
8725 23081 359
6550 18172 836
13237 20428 627
22992 10842 12
16722 23933 480
9194 2043 428
17306 19076 474
8624 13179 167
11778 4576 419
12565 7578 87
16260 4387 468
18570 11565 281
18948 23965 186
19880 24462 52
353 24839 97
15998 21909 961
7398 23177 58
8282 1115 909
7797 314 859
3822 58 24
7578 23788 873
2372 10570 625
19311 3682 301
9222 21440 142
16659 14642 307
18854 5453 882
6826 8183 822
5762 15137 418
74 10501 204
3964 11226 848
12179 6607 287
6289 22459 406
9135 14576 638
10591 2794 996
20168 13821 192
23650 22165 242
23623 18222 296
21843 12930 946
7310 8495 288
5275 2747 418
16777 24344 765
4550 24757 258
2480 24898 880
9585 12887 95
179 13845 763
22287 19014 587
21609 14838 671
937 5943 976
20891 11893 705
23797 7613 18
21760 23160 896
19938 3887 697
13718 8275 17
24124 20418 535
11754 1798 852
1785 2206 555
16361 10858 172
15993 14908 607
14444 4950 253
22046 11543 965
4086 14028 178
5700 24066 782
15472 5295 577
115 24108 47
19327 20647 894
19235 19395 301
11046 12981 444
10583 22398 436
12084 11262 505
16292 14438 403
7268 4436 689
18529 9053 289
19260 19675 570
24049 5803 182
5757 4004 485
24927 1094 252
8103 24903 619
14859 22220 622
17730 23398 805
17107 19576 974
23594 19036 725
14614 3152 900
21519 19570 371
2624 4362 630
22150 1224 389
16008 6070 68
13016 16553 865
736 4201 267
23395 22590 414
16771 14229 620
21860 7429 755
24329 11119 463
21387 13715 504
15681 13854 14
23333 14930 278
13679 2925 163
9603 7651 416
15660 23449 905
3389 3205 195
1333 15560 773
481 10767 174
20106 13740 482
3776 14556 767
8490 14204 939
10308 8754 978
19252 16224 299
5102 5262 975
3523 5155 230
2091 24387 731
2179 24022 708
24593 15128 73
19963 6775 878
19108 810 64
24582 24607 398
5133 8387 803
9729 23865 786
14782 20344 69
10996 10234 715
11396 12121 311
22661 18833 916
19809 8309 414
6737 17772 923
10615 1346 820
2185 19648 244
10325 14441 624
22647 17201 973
24771 15190 104
12860 1558 152
10270 18120 413
6774 20723 376
4635 18539 304
18819 3335 998
11840 7557 233
15393 17824 42
12771 13476 447
6283 9358 872
13308 3595 81
14022 9622 118
23472 5588 785
22357 5755 317
20723 14066 119
773 19005 296
9227 10435 250
3257 17937 399
9193 7697 727
1420 5597 679
21169 5918 494
1144 14179 218
22693 12361 824
18309 12912 783
1353 18763 860
7320 54 123
19801 7699 781
22601 21736 78
17727 13693 46
20935 4024 265
22322 6418 584
14171 10085 198
1798 11094 539
19311 24011 196
22344 14557 720
23642 24705 513
2822 19782 674
24359 395 560
24375 19582 505
5911 6506 120
23645 9891 555
15882 23021 962
2024 22080 619
4062 3272 457
17270 21743 55
21437 9264 485
16101 18490 367
15355 19240 993
3096 15345 702
10652 23281 326
16096 3437 777
6477 17880 305
12279 1352 382
3987 17669 337
13226 12412 349
24877 7780 173
8846 8136 919
22985 13100 445
3060 9701 269
22706 8265 108
6673 6093 517
9947 5683 704
21861 2258 475
22785 23090 306
11441 12880 193
4280 12334 593
9864 13083 956
17298 1405 148
875 11276 580
13078 3720 176
23245 20822 890
17330 4743 94
434 18751 569
24275 23301 534
2040 2872 348
6418 18709 813
6333 21262 979
6530 261 456
14295 5149 619
3663 13436 898
3585 2026 237
3298 14793 556
21150 9543 912
22398 23619 461
10727 2399 27
2268 20871 136
12830 11309 859
10454 8782 607
977 2983 723
17101 19865 564
1378 23420 940
13177 2932 753
17537 20981 885
11619 1546 293
23750 20576 702
10329 19587 550
5911 6560 294
22324 4513 181
6895 3558 946
18441 15903 697
23021 23853 108
23990 17598 730
23108 14622 649
12962 994 345
18278 370 184
18908 19194 700
18241 23608 103
1472 5952 840
10882 20268 690
2215 19829 325
8600 20366 481
11467 21000 989
8309 20829 154
16230 22295 902
23442 2357 527
10147 9244 84
17784 20782 502
2682 7969 144
2192 120 24
20059 11771 598
16215 4195 767
2244 9755 798
2983 1371 349
11084 7425 541
12458 14875 52
18937 5707 433
4631 12080 656
7863 2757 512
13104 20664 965
20095 1584 587
14676 15575 32
10939 777 373
4307 7861 270
10906 13023 98
14149 13261 783
8440 22928 37
16972 12920 829
8368 3281 637
13068 35 20
3924 15325 74
9608 3886 181
2932 3546 824
18072 23311 445
11820 9589 402
20354 21426 477
14654 6285 263
22775 22746 316
18126 543 276
13124 10815 482
21198 207 59
1926 5370 51
24263 7295 338
5119 21010 754
15441 19139 860
13043 23373 464
8572 12644 313
18358 16474 508
13454 5608 94
4706 1683 774
16304 22653 757
15845 7407 424
12550 2049 646
15367 23227 372
16103 1516 988
8266 20033 234
298 12881 385
18233 20690 186
18525 9102 12
7442 10586 247
24794 20946 394
1052 15587 293
23300 5183 845
11006 18942 861
17528 20001 831
1294 18254 897
22313 13768 388
13852 20085 102
12003 9149 376
23412 14808 394
10354 11479 535
10829 22114 367
18851 14432 94
6121 20756 105
4743 17645 556
19268 23216 858
17161 8064 674
15336 15852 393
4684 24019 824
17286 11157 467
14321 15192 55
5241 6763 428
15229 7266 37
3527 7894 189
3694 13470 611
1004 149 875
5937 16190 717
6839 4263 90
23997 12098 550
4042 20702 113
5043 21990 489
22697 18590 460
10366 3518 292
5911 20819 577
18465 5666 258
6992 10765 883
15259 19387 398
12718 12487 583
19260 6735 71
14807 6549 923
14430 18035 398
7678 6681 668
9964 940 797
17059 4511 573
18664 9664 459
5741 13339 957
72 16989 925
9624 16391 726
22611 8452 933
9570 23979 943
5968 14002 440
18047 9010 613
1721 19718 919
12171 1863 586
1014 15387 433
673 11996 300
2300 3927 837
15049 7813 591
9174 4746 136
15900 3125 201
6806 3734 31
8667 19871 939
10903 4610 509
15663 10496 560
19619 10349 89
16151 14148 428
23007 9517 803
2803 13127 670
2234 24428 753
11163 11246 454
20810 15679 166
18287 6006 440
6668 666 813
24752 16716 973
7988 486 124
17050 15767 357
20364 15286 631
21396 17510 93
19770 13833 717
15504 2727 786
15778 12262 185
20585 18345 305
21888 12204 90
1003 6191 130
10311 12369 843
30 12781 429
19704 6602 768
14284 11161 769
3088 5218 575
20148 22781 219
15462 102 861
1121 12344 552
2399 9879 534
21954 15328 932
3212 22407 751
15962 11211 313
1618 2291 839
2708 17716 844
17568 9404 974
13857 11959 901
15690 14816 782
8973 924 642
14614 5810 699
6776 22983 612
8343 14550 873
18725 12510 748
22364 5848 69
13032 24747 831
10764 13591 791
12523 4647 204
6264 22759 911
10120 3083 828
24905 21548 527
2270 8315 375
12269 21705 720
21124 21247 59
6305 17324 156
3374 13002 663
13797 23781 730
23158 24069 766
23575 14686 829
8920 6394 251
21669 3603 444
22246 21683 360
4348 9504 321
18940 24583 616
18570 4721 268
6093 15376 335
11064 11319 429
21861 3495 497
23641 18180 638
1821 608 829
24895 16437 857
11378 8067 382
17456 1547 981
3964 13971 584
9198 17012 888
637 9915 412
13698 16869 71
4399 17931 299
120 11938 111
